user_id,age,gender,country,travel_style,budget,preferred_activities
u62,45,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u63,26,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u64,47,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u65,30,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u66,29,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u67,41,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u68,35,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u69,24,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u70,40,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u71,43,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u72,27,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u73,34,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u74,31,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u75,48,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u76,28,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u77,42,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u78,29,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u79,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u80,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u81,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u82,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u83,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u84,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u85,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u86,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u87,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u88,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u89,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u90,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u91,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u92,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u93,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u94,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u95,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u96,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u97,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u98,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u99,37,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u100,32,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u101,39,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u102,45,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u103,26,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u104,47,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u105,30,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u106,29,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u107,41,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u108,35,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u109,24,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u110,40,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u111,43,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u112,27,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u113,34,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u114,31,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u115,48,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u116,28,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u117,42,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u118,29,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u119,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u120,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u121,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u122,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u123,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u124,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u125,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u126,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u127,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u128,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u129,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u130,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u131,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u132,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u133,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u134,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u135,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u136,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u137,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u138,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u139,37,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u140,32,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u141,39,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u142,45,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u143,26,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u144,47,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u145,30,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u146,29,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u147,41,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u148,35,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u149,24,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u150,40,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u151,43,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u152,27,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u153,34,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u154,31,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u155,48,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u156,28,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u157,42,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u158,29,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u159,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u160,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u161,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u162,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u163,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u164,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u165,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u166,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u167,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u168,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u169,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u170,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u171,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u172,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u173,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u174,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u175,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u176,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u177,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u178,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u179,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u180,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u181,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u182,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u183,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u184,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u185,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u186,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u187,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u188,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u189,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u190,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u191,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u192,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u193,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u194,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u195,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u196,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u197,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u198,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u199,37,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u200,32,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u201,39,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u202,45,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u203,26,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u204,47,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u205,30,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u206,29,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u207,41,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u208,35,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u209,24,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u210,40,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u211,43,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u212,27,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u213,34,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u214,31,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u215,48,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u216,28,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u217,42,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u218,29,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u219,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u220,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u221,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u222,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u223,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u224,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u225,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u226,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u227,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u228,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u229,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u230,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u231,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u232,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u233,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u234,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u235,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u236,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u237,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u238,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u239,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u240,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u241,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u242,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u243,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u244,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u245,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u246,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u247,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u248,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u249,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u250,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u251,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u252,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u253,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u254,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u255,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u256,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u257,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u258,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u259,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u260,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u261,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u262,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u263,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u264,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u265,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u266,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u267,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u268,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u269,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u270,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u271,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u272,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u273,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u274,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u275,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u276,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u277,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u278,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u279,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u280,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u281,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u282,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u283,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u284,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u285,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u286,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u287,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u288,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u289,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u290,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u291,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u292,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u293,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u294,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u295,49,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u296,27,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u297,43,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u298,28,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u299,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u300,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u301,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u302,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u303,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u304,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u305,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u306,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u307,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u308,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u309,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u310,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u311,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u312,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
u313,35,female,china,"['City', 'Luxury']",high,"['Nightlife', 'Shopping']"
u314,30,male,spain,"['Adventure', 'Beach']",medium,"['Hiking', 'Beach']"
u315,48,female,united kingdom,"['Culture', 'Relaxation']",medium,"['Museums', 'Spa']"
u316,28,male,argentina,"['Adventure', 'Nature']",low,"['Hiking', 'Camping']"
u317,42,female,russia,"['City', 'Luxury']",high,"['Nightlife', 'Food Tour']"
u318,29,male,new zealand,"['Nature', 'Adventure']",medium,"['Hiking', 'Skiing']"
u319,36,female,netherlands,"['Relaxation', 'Culture']",medium,"['Beach', 'Museums']"
u320,33,male,india,"['Adventure', 'Culture']",low,"['Hiking', 'Museums']"
u321,38,female,united states,"['Luxury', 'Beach']",high,"['Beach', 'Nightlife']"
u322,44,male,france,"['Culture', 'Historical']",medium,"['Museums', 'Historical Sites']"
u323,27,female,australia,"['Adventure', 'Nature']",medium,"['Hiking', 'Beach']"
u324,46,other,canada,['Relaxation'],low,"['Beach', 'Spa']"
u325,31,male,japan,"['Culture', 'City']",high,"['Museums', 'Nightlife']"
u326,28,female,thailand,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u327,40,male,brazil,"['Luxury', 'City']",high,"['Nightlife', 'Food Tour']"
u328,34,female,south africa,"['Nature', 'Culture']",low,"['Hiking', 'Museums']"
u329,25,male,sweden,"['Adventure', 'Relaxation']",medium,"['Skiing', 'Beach']"
u330,39,female,italy,"['Culture', 'Luxury']",high,"['Museums', 'Food Tour']"
u331,44,male,mexico,"['Beach', 'Adventure']",medium,"['Beach', 'Hiking']"
u332,26,other,germany,"['Historical', 'Culture']",low,"['Museums', 'Historical Sites']"
