user_id,place_id,rating
u41,p28,3.0
u41,p31,4.0
u42,p0,4.0
u42,p6,5.0
u42,p10,3.0
u42,p14,4.0
u42,p17,5.0
u42,p19,3.0
u42,p23,4.0
u42,p26,5.0
u42,p29,3.0
u42,p32,4.0
u43,p1,5.0
u43,p5,4.0
u43,p12,3.0
u43,p15,4.0
u43,p18,5.0
u43,p21,3.0
u43,p24,4.0
u43,p27,5.0
u43,p30,3.0
u43,p33,4.0
u44,p2,4.0
u44,p7,5.0
u44,p11,3.0
u44,p13,4.0
u44,p16,5.0
u44,p20,3.0
u44,p22,4.0
u44,p25,5.0
u44,p28,3.0
u44,p31,4.0
u45,p0,5.0
u45,p6,4.0
u45,p10,3.0
u45,p14,4.0
u45,p17,5.0
u45,p19,3.0
u45,p23,4.0
u45,p26,5.0
u45,p29,3.0
u45,p32,4.0
u46,p1,4.0
u46,p5,5.0
u46,p12,3.0
u46,p15,4.0
u46,p18,5.0
u46,p21,3.0
u46,p24,4.0
u46,p27,5.0
u46,p30,3.0
u46,p33,4.0
u47,p2,5.0
u47,p7,4.0
u47,p11,3.0
u47,p13,4.0
u47,p16,5.0
u47,p20,3.0
u47,p22,4.0
u47,p25,5.0
u47,p28,3.0
u47,p31,4.0
u48,p0,4.0
u48,p6,5.0
u48,p10,3.0
u48,p14,4.0
u48,p17,5.0
u48,p19,3.0
u48,p23,4.0
u48,p26,5.0
u48,p29,3.0
u48,p32,4.0
u49,p1,5.0
u49,p5,4.0
u49,p12,3.0
u49,p15,4.0
u49,p18,5.0
u49,p21,3.0
u49,p24,4.0
u49,p27,5.0
u49,p30,3.0
u49,p33,4.0
u50,p2,4.0
u50,p7,5.0
u50,p11,3.0
u50,p13,4.0
u50,p16,5.0
u50,p20,3.0
u50,p22,4.0
u50,p25,5.0
u50,p28,3.0
u50,p31,4.0
u51,p0,5.0
u51,p6,4.0
u51,p10,3.0
u51,p14,4.0
u51,p17,5.0
u51,p19,3.0
u51,p23,4.0
u51,p26,5.0
u51,p29,3.0
u51,p32,4.0
u52,p1,4.0
u52,p5,5.0
u52,p12,3.0
u52,p15,4.0
u52,p18,5.0
u52,p21,3.0
u52,p24,4.0
u52,p27,5.0
u52,p30,3.0
u52,p33,4.0
u53,p2,5.0
u53,p7,4.0
u53,p11,3.0
u53,p13,4.0
u53,p16,5.0
u53,p20,3.0
u53,p22,4.0
u53,p25,5.0
u53,p28,3.0
u53,p31,4.0
u54,p0,4.0
u54,p6,5.0
u54,p10,3.0
u54,p14,4.0
u54,p17,5.0
u54,p19,3.0
u54,p23,4.0
u54,p26,5.0
u54,p29,3.0
u54,p32,4.0
u55,p1,5.0
u55,p5,4.0
u55,p12,3.0
u55,p15,4.0
u55,p18,5.0
u55,p21,3.0
u55,p24,4.0
u55,p27,5.0
u55,p30,3.0
u55,p33,4.0
u56,p2,4.0
u56,p7,5.0
u56,p11,3.0
u56,p13,4.0
u56,p16,5.0
u56,p20,3.0
u56,p22,4.0
u56,p25,5.0
u56,p28,3.0
u56,p31,4.0
u57,p0,5.0
u57,p6,4.0
u57,p10,3.0
u57,p14,4.0
u57,p17,5.0
u57,p19,3.0
u57,p23,4.0
u57,p26,5.0
u57,p29,3.0
u57,p32,4.0
u58,p1,4.0
u58,p5,5.0
u58,p12,3.0
u58,p15,4.0
u58,p18,5.0
u58,p21,3.0
u58,p24,4.0
u58,p27,5.0
u58,p30,3.0
u58,p33,4.0
u59,p2,5.0
u59,p7,4.0
u59,p11,3.0
u59,p13,4.0
u59,p16,5.0
u59,p20,3.0
u59,p22,4.0
u59,p25,5.0
u59,p28,3.0
u59,p31,4.0
u60,p0,4.0
u60,p6,5.0
u60,p10,3.0
u60,p14,4.0
u60,p17,5.0
u60,p19,3.0
u60,p23,4.0
u60,p26,5.0
u60,p29,3.0
u60,p32,4.0
u61,p1,5.0
u61,p5,4.0
u61,p12,3.0
u61,p15,4.0
u61,p18,5.0
u61,p21,3.0
u61,p24,4.0
u61,p27,5.0
u61,p30,3.0
u61,p33,4.0
u62,p2,4.0
u62,p7,5.0
u62,p11,3.0
u62,p13,4.0
u62,p16,5.0
u62,p20,3.0
u62,p22,4.0
u62,p25,5.0
u62,p28,3.0
u62,p31,4.0
u63,p0,5.0
u63,p6,4.0
u63,p10,3.0
u63,p14,4.0
u63,p17,5.0
u63,p19,3.0
u63,p23,4.0
u63,p26,5.0
u63,p29,3.0
u63,p32,4.0
u64,p1,4.0
u64,p5,5.0
u64,p12,3.0
u64,p15,4.0
u64,p18,5.0
u64,p21,3.0
u64,p24,4.0
u64,p27,5.0
u64,p30,3.0
u64,p33,4.0
u65,p2,5.0
u65,p7,4.0
u65,p11,3.0
u65,p13,4.0
u65,p16,5.0
u65,p20,3.0
u65,p22,4.0
u65,p25,5.0
u65,p28,3.0
u65,p31,4.0
u66,p0,4.0
u66,p6,5.0
u66,p10,3.0
u66,p14,4.0
u66,p17,5.0
u66,p19,3.0
u66,p23,4.0
u66,p26,5.0
u66,p29,3.0
u66,p32,4.0
u67,p1,5.0
u67,p5,4.0
u67,p12,3.0
u67,p15,4.0
u67,p18,5.0
u67,p21,3.0
u67,p24,4.0
u67,p27,5.0
u67,p30,3.0
u67,p33,4.0
u68,p2,4.0
u68,p7,5.0
u68,p11,3.0
u68,p13,4.0
u68,p16,5.0
u68,p20,3.0
u68,p22,4.0
u68,p25,5.0
u68,p28,3.0
u68,p31,4.0
u69,p0,5.0
u69,p6,4.0
u69,p10,3.0
u69,p14,4.0
u69,p17,5.0
u69,p19,3.0
u69,p23,4.0
u69,p26,5.0
u69,p29,3.0
u69,p32,4.0
u70,p1,4.0
u70,p5,5.0
u70,p12,3.0
u70,p15,4.0
u70,p18,5.0
u70,p21,3.0
u70,p24,4.0
u70,p27,5.0
u70,p30,3.0
u70,p33,4.0
u71,p2,5.0
u71,p7,4.0
u71,p11,3.0
u71,p13,4.0
u71,p16,5.0
u71,p20,3.0
u71,p22,4.0
u71,p25,5.0
u71,p28,3.0
u71,p31,4.0
u72,p0,4.0
u72,p6,5.0
u72,p10,3.0
u72,p14,4.0
u72,p17,5.0
u72,p19,3.0
u72,p23,4.0
u72,p26,5.0
u72,p29,3.0
u72,p32,4.0
u73,p1,5.0
u73,p5,4.0
u73,p12,3.0
u73,p15,4.0
u73,p18,5.0
u73,p21,3.0
u73,p24,4.0
u73,p27,5.0
u73,p30,3.0
u73,p33,4.0
u74,p2,4.0
u74,p7,5.0
u74,p11,3.0
u74,p13,4.0
u74,p16,5.0
u74,p20,3.0
u74,p22,4.0
u74,p25,5.0
u74,p28,3.0
u74,p31,4.0
u75,p0,5.0
u75,p6,4.0
u75,p10,3.0
u75,p14,4.0
u75,p17,5.0
u75,p19,3.0
u75,p23,4.0
u75,p26,5.0
u75,p29,3.0
u75,p32,4.0
u76,p1,4.0
u76,p5,5.0
u76,p12,3.0
u76,p15,4.0
u76,p18,5.0
u76,p21,3.0
u76,p24,4.0
u76,p27,5.0
u76,p30,3.0
u76,p33,4.0
u77,p2,5.0
u77,p7,4.0
u77,p11,3.0
u77,p13,4.0
u77,p16,5.0
u77,p20,3.0
u77,p22,4.0
u77,p25,5.0
u77,p28,3.0
u77,p31,4.0
u78,p0,4.0
u78,p6,5.0
u78,p10,3.0
u78,p14,4.0
u78,p17,5.0
u78,p19,3.0
u78,p23,4.0
u78,p26,5.0
u78,p29,3.0
u78,p32,4.0
u79,p1,5.0
u79,p5,4.0
u79,p12,3.0
u79,p15,4.0
u79,p18,5.0
u79,p21,3.0
u79,p24,4.0
u79,p27,5.0
u79,p30,3.0
u79,p33,4.0
u80,p2,4.0
u80,p7,5.0
u80,p11,3.0
u80,p13,4.0
u80,p16,5.0
u80,p20,3.0
u80,p22,4.0
u80,p25,5.0
u80,p28,3.0
u80,p31,4.0
u81,p0,5.0
u81,p6,4.0
u81,p10,3.0
u81,p14,4.0
u81,p17,5.0
u81,p19,3.0
u81,p23,4.0
u81,p26,5.0
u81,p29,3.0
u81,p32,4.0
u82,p1,4.0
u82,p5,5.0
u82,p12,3.0
u82,p15,4.0
u82,p18,5.0
u82,p21,3.0
u82,p24,4.0
u82,p27,5.0
u82,p30,3.0
u82,p33,4.0
u83,p2,5.0
u83,p7,4.0
u83,p11,3.0
u83,p13,4.0
u83,p16,5.0
u83,p20,3.0
u83,p22,4.0
u83,p25,5.0
u83,p28,3.0
u83,p31,4.0
u84,p0,4.0
u84,p6,5.0
u84,p10,3.0
u84,p14,4.0
u84,p17,5.0
u84,p19,3.0
u84,p23,4.0
u84,p26,5.0
u84,p29,3.0
u84,p32,4.0
u85,p1,5.0
u85,p5,4.0
u85,p12,3.0
u85,p15,4.0
u85,p18,5.0
u85,p21,3.0
u85,p24,4.0
u85,p27,5.0
u85,p30,3.0
u85,p33,4.0
u86,p2,4.0
u86,p7,5.0
u86,p11,3.0
u86,p13,4.0
u86,p16,5.0
u86,p20,3.0
u86,p22,4.0
u86,p25,5.0
u86,p28,3.0
u86,p31,4.0
u87,p0,5.0
u87,p6,4.0
u87,p10,3.0
u87,p14,4.0
u87,p17,5.0
u87,p19,3.0
u87,p23,4.0
u87,p26,5.0
u87,p29,3.0
u87,p32,4.0
u88,p1,4.0
u88,p5,5.0
u88,p12,3.0
u88,p15,4.0
u88,p18,5.0
u88,p21,3.0
u88,p24,4.0
u88,p27,5.0
u88,p30,3.0
u88,p33,4.0
u89,p2,5.0
u89,p7,4.0
u89,p11,3.0
u89,p13,4.0
u89,p16,5.0
u89,p20,3.0
u89,p22,4.0
u89,p25,5.0
u89,p28,3.0
u89,p31,4.0
u90,p0,4.0
u90,p6,5.0
u90,p10,3.0
u90,p14,4.0
u90,p17,5.0
u90,p19,3.0
u90,p23,4.0
u90,p26,5.0
u90,p29,3.0
u90,p32,4.0
u91,p1,5.0
u91,p5,4.0
u91,p12,3.0
u91,p15,4.0
u91,p18,5.0
u91,p21,3.0
u91,p24,4.0
u91,p27,5.0
u91,p30,3.0
u91,p33,4.0
u92,p2,4.0
u92,p7,5.0
u92,p11,3.0
u92,p13,4.0
u92,p16,5.0
u92,p20,3.0
u92,p22,4.0
u92,p25,5.0
u92,p28,3.0
u92,p31,4.0
u93,p0,5.0
u93,p6,4.0
u93,p10,3.0
u93,p14,4.0
u93,p17,5.0
u93,p19,3.0
u93,p23,4.0
u93,p26,5.0
u93,p29,3.0
u93,p32,4.0
u94,p1,4.0
u94,p5,5.0
u94,p12,3.0
u94,p15,4.0
u94,p18,5.0
u94,p21,3.0
u94,p24,4.0
u94,p27,5.0
u94,p30,3.0
u94,p33,4.0
u95,p2,5.0
u95,p7,4.0
u95,p11,3.0
u95,p13,4.0
u95,p16,5.0
u95,p20,3.0
u95,p22,4.0
u95,p25,5.0
u95,p28,3.0
u95,p31,4.0
u96,p0,4.0
u96,p6,5.0
u96,p10,3.0
u96,p14,4.0
u96,p17,5.0
u96,p19,3.0
u96,p23,4.0
u96,p26,5.0
u96,p29,3.0
u96,p32,4.0
u97,p1,5.0
u97,p5,4.0
u97,p12,3.0
u97,p15,4.0
u97,p18,5.0
u97,p21,3.0
u97,p24,4.0
u97,p27,5.0
u97,p30,3.0
u97,p33,4.0
u98,p2,4.0
u98,p7,5.0
u98,p11,3.0
u98,p13,4.0
u98,p16,5.0
u98,p20,3.0
u98,p22,4.0
u98,p25,5.0
u98,p28,3.0
u98,p31,4.0
u99,p0,5.0
u99,p6,4.0
u99,p10,3.0
u99,p14,4.0
u99,p17,5.0
u99,p19,3.0
u99,p23,4.0
u99,p26,5.0
u99,p29,3.0
u99,p32,4.0
u100,p1,4.0
u100,p5,5.0
u100,p12,3.0
u100,p15,4.0
u100,p18,5.0
u100,p21,3.0
u100,p24,4.0
u100,p27,5.0
u100,p30,3.0
u100,p33,4.0
u101,p2,5.0
u101,p7,4.0
u101,p11,3.0
u101,p13,4.0
u101,p16,5.0
u101,p20,3.0
u101,p22,4.0
u101,p25,5.0
u101,p28,3.0
u101,p31,4.0
u102,p0,4.0
u102,p6,5.0
u102,p10,3.0
u102,p14,4.0
u102,p17,5.0
u102,p19,3.0
u102,p23,4.0
u102,p26,5.0
u102,p29,3.0
u102,p32,4.0
u103,p1,5.0
u103,p5,4.0
u103,p12,3.0
u103,p15,4.0
u103,p18,5.0
u103,p21,3.0
u103,p24,4.0
u103,p27,5.0
u103,p30,3.0
u103,p33,4.0
u104,p2,4.0
u104,p7,5.0
u104,p11,3.0
u104,p13,4.0
u104,p16,5.0
u104,p20,3.0
u104,p22,4.0
u104,p25,5.0
u104,p28,3.0
u104,p31,4.0
u105,p0,5.0
u105,p6,4.0
u105,p10,3.0
u105,p14,4.0
u105,p17,5.0
u105,p19,3.0
u105,p23,4.0
u105,p26,5.0
u105,p29,3.0
u105,p32,4.0
u106,p1,4.0
u106,p5,5.0
u106,p12,3.0
u106,p15,4.0
u106,p18,5.0
u106,p21,3.0
u106,p24,4.0
u106,p27,5.0
u106,p30,3.0
u106,p33,4.0
u107,p2,5.0
u107,p7,4.0
u107,p11,3.0
u107,p13,4.0
u107,p16,5.0
u107,p20,3.0
u107,p22,4.0
u107,p25,5.0
u107,p28,3.0
u107,p31,4.0
u108,p0,4.0
u108,p6,5.0
u108,p10,3.0
u108,p14,4.0
u108,p17,5.0
u108,p19,3.0
u108,p23,4.0
u108,p26,5.0
u108,p29,3.0
u108,p32,4.0
u109,p1,5.0
u109,p5,4.0
u109,p12,3.0
u109,p15,4.0
